Body,Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-May-15,16634825-11144988,7144.5,East Cambridgeshire District Council,Other Public Bodies,LGSS Managed,Sutton Children's Centre,Business rates
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,19-May-15,15611394-11218429,7209,Care Afloat,Care Establishment,S&C,Placements - Social Care,Agency Placements - Out County
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,16054892-11203856,7247,Huntingdonshire District Council,Other Public Bodies,Assets & Commissioning,St.Neots HWRC,Business rates
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,20-May-15,16512434-11219431,7280.12,Southern Electric Plc,Trade Supplier,Assets & Commissioning,Parish & District Council costs,Street lighting Energy
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,12-May-15,16950327-11186553,7344,National Teaching & Advisory Service For Looked After Children (Nt & As),Other Public Bodies,S&C,Out of School Provision - Education and Settings,Agency Placements - In Cambs
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,01-May-15,16036098-11127021,7346,South Cambridgeshire District Council,Other Public Bodies,Passenger Transport,Milton Park & Ride,Business rates
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-May-15,16815154-11149566,7347.67,Granta Housing Society Ltd,Care Establishment,6 - Commissioning - Quality & Transformation,ASC Transformation - Cambs ULO Project,Supporting People - Block Gross Non-Chargeable
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,16949467-11205374,7392,National Teaching & Advisory Service For Looked After Children (Nt & As),Other Public Bodies,S&C,Out of School Provision - Education and Settings,Agency Placements - In Cambs
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,01-May-15,16028887-11126984,7395,Cambridge City Council,Other Public Bodies,Passenger Transport,Babraham Road P & R,Business rates
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,26-May-15,17039720-11239695,7412.64,Bill Ibbotts Catering Equipment Services Ltd,Company,S&C,"Catering - Property, Equipment & Maintenance",Purchase of canteen equipment
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-May-15,16634824-11144987,7425,East Cambridgeshire District Council,Other Public Bodies,LGSS Managed,Sutton Children's Centre,Business rates
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-May-15,16918054-11178485,7425,Dart Taxis (March),Trade Supplier,3 - Operations - Countywide Services,Countywide PD Service,Social Services Transport
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,12-May-15,16951028-11186846,7469.25,Huntingdonshire District Council,Other Public Bodies,LGSS Managed,Eaton Socon Children's Centre,Business rates
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,26-May-15,17124458-11240550,7471.32,Shabab Latif T/A Sai Baba Cars,Trade Supplier,S&C,Home to School Transport - Special,Home to School - Special - Special school
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,19-May-15,16815072-11215115,7500,Topografik,Trade Supplier,Growth & Economy,Historic Environment Team,Other Hired Contract Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-May-15,16815246-11178712,7507.5,Capita Treasury Solutions Ltd,Trade Supplier,Financing,Debt Charges General,Debt Management Expenses
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,18-May-15,16730761-11213393,7591.61,Imtech Aqua Maintenance Ltd,Company,LGSS Managed,FM Caretaker Housing,Building Maintenance - Structural Maintenance - Planned
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,22-May-15,17161241-11235456,7601.53,Circle Care And Support Ltd T/A Centra,Care Establishment,2 - Operations - Learning Disability,LDP City Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-May-15,17124106-11231782,7602.03,Beaumont Healthcare Ltd,Care Establishment,4 - Commissioning - Mental Health & Supporting People,Dom Blocks,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-May-15,17124107-11231783,7616.43,Beaumont Healthcare Ltd,Care Establishment,4 - Commissioning - Mental Health & Supporting People,Dom Blocks,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-May-15,16634817-11144986,7623,East Cambridgeshire District Council,Other Public Bodies,LGSS Managed,Sutton Children's Centre,Business rates
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-May-15,17136982-11233148,7659,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Direct Payments - Social Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,12-May-15,16950229-11186858,7668.06,Cambridge Cyrenians Ltd,Care Establishment,4 - Commissioning - Mental Health & Supporting People,Mental Health Vol Grants,Grants to Voluntary Bodies
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,12-May-15,16951029-11186847,7762.5,Huntingdonshire District Council,Other Public Bodies,LGSS Managed,Eaton Socon Children's Centre,Business rates
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-May-15,16634816-11144985,7771.5,East Cambridgeshire District Council,Other Public Bodies,LGSS Managed,Sutton Children's Centre,Business rates
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-May-15,16889976-11178495,7872.03,D A Payne Coach Hire Ltd,Trade Supplier,S&C,H to S Transport - Secondary,Home to School - Contract
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17016300-11202059,7900,St Ivo School,Education,Corporate Services,AL&S Community Learning,Joint / Partnership Funding
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,27-May-15,17222610-11243957,7906.56,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,12-May-15,16950062-11186766,7923.43,Atlas Home Support,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,14-May-15,16981264-11194584,7927.2,Imtech Aqua Maintenance Ltd,Company,S&C,Catering - Cook Freeze Unit (C3),Repair of canteen equipment
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,07-May-15,16705845-11160045,7956,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Daycare
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,12-May-15,16951030-11186848,7969.5,Huntingdonshire District Council,Other Public Bodies,LGSS Managed,Eaton Socon Children's Centre,Business rates
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,14934053-11265785,8004,Hertfordshire County Council,Other Public Bodies,Traffic Management & Road Safety,Streetworks Team,Computer software - Purchase of Computer Software
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,20-May-15,17034773-11219437,8038.7,Southern Electric Plc,Trade Supplier,Assets & Commissioning,Parish & District Council costs,Street lighting Energy
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,26-May-15,17161245-11240182,8040,Signis Ltd,Nursery,CSC,Head of Social Work,Other Hired Contract Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,26-May-15,17068718-11239754,8057,Travelers Insurance Company Lt,Trade Supplier,Corporate Services,Liability,Insurance Fund Expenditure / Payments
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,27-May-15,17220750-11243894,8091.38,Histon Produce Company,Trade Supplier,S&C,Catering - Histon Produce Payments,School Meals
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,12-May-15,16951031-11186849,8124.75,Huntingdonshire District Council,Other Public Bodies,LGSS Managed,Eaton Socon Children's Centre,Business rates
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17016060-11203393,8151.6,Congregation Of The Daughters Of The Cross Of Liege (St Elizabeths Centre),Charity,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-May-15,17124429-11232532,8188.13,Faithful And Gould,Trade Supplier,LGSS,P&P Commissioning (Prop),Other Hired Contract Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,01-May-15,16730581-11134100,8192.8,Radis Community Care,Care Establishment,2 - Commissioning - Older people Pool,Millbrooke House (ex Keith Leonard House),Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,01-May-15,16730583-11134101,8192.8,Radis Community Care,Care Establishment,2 - Commissioning - Older people Pool,Millbrooke House (ex Keith Leonard House),Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,01-May-15,16730815-11134106,8192.8,Radis Community Care,Care Establishment,2 - Commissioning - Older people Pool,Millbrooke House (ex Keith Leonard House),Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-May-15,16932064-11178583,8192.8,Radis Community Care,Care Establishment,2 - Commissioning - Older people Pool,Baird Lodge,Grants to Voluntary Bodies
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,17219535-11266271,8192.8,Radis Community Care,Care Establishment,2 - Commissioning - Older people Pool,Millbrooke House (ex Keith Leonard House),Grants to Voluntary Bodies
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,08-May-15,16661126-11169795,8193.85,Playfords Ltd,Company,LRNG,ICT Service Procurement,Materials for resale
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,26-May-15,16885017-11239864,8249.4,Securitas Security Services (Uk) Limited,Trade Supplier,LGSS Managed,Shire Hall Area,Security Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,08-May-15,16889040-11169634,8274.9,Living With Autism,Care Establishment,4 - Commissioning - Mental Health & Supporting People,Hunts Mental Health Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,29-May-15,17285712-11276948,8320,Healthcare Homes Limited,Care Establishment,4 - Commissioning - Mental Health & Supporting People,OP Winter Pressure,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,27-May-15,17222714-11243820,8364.25,Redacted Personal Data,Individual,CSC,CSC Direct Payments,Direct Payments - Social Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17015890-11205372,8390.4,National Teaching & Advisory Service For Looked After Children (Nt & As),Other Public Bodies,S&C,Out of School Provision - Education and Settings,Agency Placements - In Cambs
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,08-May-15,16889112-11169626,8432,Kingfisher House,Care Establishment,4 - Commissioning - Mental Health & Supporting People,Cambridge Mental Health team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,22-May-15,16951325-11235634,8432.13,Big Green Bus,Trade Supplier,Passenger Transport,Tendered Bus Costs,Support - subsidised bus routes
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,17246854-11253360,8490.59,Congregation Of The Daughters Of The Cross Of Liege (St Elizabeths Centre),Charity,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,07-May-15,16845416-11157033,8510.58,The Regard Partnership Ltd,Care Establishment,4 - Commissioning - Mental Health & Supporting People,E Cambs & Fenland Mental Health Team,Supported Living
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,18-May-15,16730597-11211389,8542.89,The Benjamin Trust Foundation,Charity,S&C,Placements - Social Care,Agency Placements - Out County
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,27-May-15,17220647-11243903,8576.76,Heales Medical Ltd T/A H M Partnership Llp,Care Establishment,LGSS,Health & Safety Adhoc,Staff health and welfare - Medical Costs
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,12-May-15,16198950-11186408,8585.16,Phoenix Software Ltd,Trade Supplier,LGSS,Universal System Licensing & Maintenance,Computer software - Computer software
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,12-May-15,16950462-11186730,8622.84,The Edmund Trust,Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Supported Living
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,13-May-15,16950686-11191689,8624,Maple Tree Care Ltd,Care Establishment,4 - Commissioning - Mental Health & Supporting People,Cambridge Mental Health team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,17067796-11253750,8701.44,Carter Cabin Hire Limited,Company,S&C,Education Property Strategy Manager,Capital WIP - land and buildings  -  Construction cost
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,26-May-15,17110798-11239812,8717.27,Alans Taxi Ltd,Trade Supplier,S&C,H to S Transport - Primary,Home to School - Contract
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,13-May-15,16602570-11191690,8734.52,Cambridgeshire Learning And Community Partnerships,Trade Supplier,S&C,BSF LEP,Capital WIP - land and buildings  -  Construction cost
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,13-May-15,16889544-11191590,8735.54,Social Care Solutions Ltd,Care Establishment,S&C,Placements - Social Care,Agency Placements - In Cambs
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-May-15,16490576-11144907,8736,Itso Ltd,Trade Supplier,Passenger Transport,Concessionary Fares,Computer software - annual licence agreement
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,26-May-15,17160937-11240643,8746.92,Xma Limited,Trade Supplier,LRNG,ICT Service Procurement,Materials for resale
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,08-May-15,16629085-11169765,8815,Cambridge City Council,Other Public Bodies,Corporate Services,Research - Open Data Grant,Other Hired Contract Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,14-May-15,16889952-11194431,8820.9,Kier Construction Limited,Company,Schools,Cambourne Village College,Capital WIP - land and buildings  -  Construction cost
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-May-15,16661114-11145276,8897.3,Occupational Therapy Consultants Limited,Trade Supplier,1 - Operations Service Director,Head of Operations - LD,Travel allowances - staff
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,17246967-11260784,8911.2,Hilton Park Care Centre,Care Establishment,4 - Commissioning - Mental Health & Supporting People,OP Winter Pressure,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,27-May-15,17222625-11244001,9000,Comberton Village College,Education,LGSS Managed,Comberton Library,Rents and Leases
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-May-15,16778969-11144965,9072,Beespoke Support Service Ltd,Care Establishment,2 - Operations - Learning Disability,LDP City Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,26-May-15,17124428-11239907,9074.59,Faithful And Gould,Trade Supplier,LGSS,P&P Commissioning (Prop),Other Hired Contract Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-May-15,16661172-11144379,9176.2,Methodist Homes For The Aged (Mha),Care Establishment,2 - Commissioning - Older people Pool,Wisbech Older People Integration Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,26-May-15,17161187-11240506,9227.23,Ash School Transport,Trade Supplier,S&C,H to S Transport - Primary,Home to School - Contract
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,12-May-15,16950426-11186723,9240,Capita Treasury Solutions Ltd,Trade Supplier,LGSS,Finance,Other Hired Contract Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,27-May-15,17220684-11243967,9246.62,Demco Interiors Ltd T/A Gresswell,Company,Corporate Services,Libraries Capital Projects 12-13,Furniture
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,07-May-15,16831396-11158926,9256,Chamarel Ld,Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,16806071-11203791,9293.9,Kisimul School,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,12-May-15,16951312-11186564,9312,National Teaching & Advisory Service For Looked After Children (Nt & As),Other Public Bodies,S&C,Out of School Provision - Education and Settings,Agency Placements - In Cambs
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,12-May-15,16950088-11186837,9377,Redacted Personal Data,Education,S&C,Placements - Education,Independent School Placements
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-May-15,16918285-11178692,9401,D & G J Foreman,Trade Supplier,S&C,Home to School Transport - Special,Home to School - Special - Special school
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,08-May-15,16889028-11169624,9421.2,Brookdale Healthcare Limited,Care Establishment,4 - Commissioning - Mental Health & Supporting People,Hunts Mental Health Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-May-15,16889979-11178617,9428.7,Break,Charity,S&C,Placements - Social Care,Agency Placements - In Cambs
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-May-15,16889980-11178618,9428.7,Break,Charity,S&C,Placements - Social Care,Agency Placements - In Cambs
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-May-15,16815193-11149399,9432.6,Thera East Anglia,Trust (Other),2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,07-May-15,16861808-11157979,9432.6,Thera East Anglia,Trust (Other),2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-May-15,16519330-11144526,9452.76,Southern Electric Plc,Trade Supplier,Assets & Commissioning,Parish & District Council costs,Street lighting Energy
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,12-May-15,16932028-11186619,9458.4,C J Murfitt Ltd,Company,LGSS Managed,County Farms,County Farms Maintenance Planned
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,14-May-15,16968867-11194547,9480.8,Beaumont Healthcare Ltd,Care Establishment,2 - Commissioning - Older people Pool,Hunts O P  Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,12-May-15,16950410-11186833,9543.1,Burwell And District Day Centre,Care Establishment,4 - Commissioning - Mental Health & Supporting People,Dom Blocks,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,18-May-15,17039739-11211319,9637.28,Scope #1,Care Establishment,2 - Operations - Learning Disability,LDP Cambs City - Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-May-15,16778934-11144374,9645,Mlm Consulting Engineers Limited,Trade Supplier,Corporate Services,LMS,Insurance Fund Expenditure / Payments
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,17239790-11252313,9687.6,Outspoken Cycles Training,Education,Major Infrastructure Delivery,The cycling demonstration town,Other Hired Contract Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,26-May-15,16819449-11239814,9735.24,Brookdale Healthcare Limited,Care Establishment,4 - Commissioning - Mental Health & Supporting People,Hunts Mental Health Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,18-May-15,17034680-11213440,9738.4,Nhs Cambridgeshire & Peterborough Ccg,Care Establishment,4 - Commissioning - Mental Health & Supporting People,Cambridge Mental Health team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,14-May-15,16985889-11194593,9795,Spalding Grammar School,Education,S&C,Procurement - Out-County Mainstream,Education Recoupment
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,16054886-11203895,9811,Huntingdonshire District Council,Other Public Bodies,LGSS Managed,Scott House,Business rates
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,20-May-15,16519332-11219424,9836.37,Southern Electric Plc,Trade Supplier,Assets & Commissioning,Parish & District Council costs,Street lighting Energy
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,12-May-15,16950495-11186738,9891.94,Avery Berkel T/A Avery Weigh-Tronix,Trade Supplier,Winter Maintenance,Central Winter Maintenance,Building Maintenance
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17022501-11202362,9940.77,Scope #1,Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,19-May-15,16815258-11214912,9964.29,Chartwell House,Care Establishment,S&C,Placements - Social Care,Agency Placements - In Cambs
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,26-May-15,17016001-11240013,9972,Global Tree Solutions Ltd,Company,S&C,"Grounds Management Service -Trees	",Grounds Maintenance - Trees
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-May-15,16851260-11178633,9990,Get Cycling Cic,Trade Supplier,Major Infrastructure Delivery,LSTF - Cycling Promotion,Other Hired Contract Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-May-15,16778971-11144966,10044,Beespoke Support Service Ltd,Care Establishment,2 - Operations - Learning Disability,LDP City Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-May-15,16778973-11144967,10044,Beespoke Support Service Ltd,Care Establishment,2 - Operations - Learning Disability,LDP City Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,08-May-15,16779005-11169760,10044,Beespoke Support Service Ltd,Care Establishment,2 - Operations - Learning Disability,LDP City Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,20-May-15,16512464-11219433,10235.67,Southern Electric Plc,Trade Supplier,Assets & Commissioning,Parish & District Council costs,Street lighting Energy
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-May-15,16554543-11145361,10260,Realise Futures,Trade Supplier,Corporate Services,National Careers Service,Other Hired Contract Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,04-May-15,16779001-11145388,10264.19,Hargreaves Plants Ltd,Trade Supplier,Growth & Economy,Agri-tech Grants Project,Income in advance Expenditure / Payments
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,22-May-15,16055992-11235507,10312.56,Swarco Traffic Ltd,Company,Traffic Management & Road Safety,IHMC Operations,Capital WIP - roads  -  Construction cost
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,01-May-15,16029889-11126985,10353,Cambridge City Council,Other Public Bodies,Passenger Transport,Trumpington Park & Ride,Business rates
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,13-May-15,16950790-11191564,10368,Winter Comfort For The Homeless,Charity,4 - Commissioning - Mental Health & Supporting People,Mental Health Vol Grants,Grants to Voluntary Bodies
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,29-May-15,17285711-11276848,10387,Cope,Care Establishment,4 - Commissioning - Mental Health & Supporting People,Dom Blocks,Grants to Voluntary Bodies
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,17246750-11257904,10478.18,Dimensions (Uk) Ltd,Care Establishment,2 - Commissioning - Older people Pool,North City Older People's Integrated Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,12-May-15,16851571-11188440,10540,Redacted Personal Data,Individual,Corporate Services,Liability,Insurance Fund Expenditure / Payments
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-May-15,16530455-11178811,10542.56,Telent Technology Services Limited (Ttsl),Company,Traffic Management & Road Safety,Signals Private Works,Private Highways Work
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,29-May-15,17301841-11276966,10573.36,The Private Hire Company,Trade Supplier,S&C,Home to School Transport - Special,Home to School - Special - Special school
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,26-May-15,16950361-11240066,10590,Specialist Fleet Services Ltd,Trade Supplier,Winter Maintenance,Central Winter Maintenance,Leased Vehicle Costs
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,26-May-15,16950363-11240067,10590,Specialist Fleet Services Ltd,Trade Supplier,Winter Maintenance,Central Winter Maintenance,Leased Vehicle Costs
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,26-May-15,16950364-11240068,10590,Specialist Fleet Services Ltd,Trade Supplier,Winter Maintenance,Central Winter Maintenance,Leased Vehicle Costs
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,26-May-15,16950366-11240069,10590,Specialist Fleet Services Ltd,Trade Supplier,Winter Maintenance,Central Winter Maintenance,Leased Vehicle Costs
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,26-May-15,16950368-11240070,10590,Specialist Fleet Services Ltd,Trade Supplier,Winter Maintenance,Central Winter Maintenance,Leased Vehicle Costs
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,26-May-15,16950370-11240071,10590,Specialist Fleet Services Ltd,Trade Supplier,Winter Maintenance,Central Winter Maintenance,Leased Vehicle Costs
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,16985903-11266304,10711.8,Stagecoach Services Ltd,Trade Supplier,Passenger Transport,Cambridgeshire Future Transport,Support - subsidised bus routes
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-May-15,16816394-11149493,10727.36,Kisimul School,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,11-May-15,16932063-11178582,10751.76,Radis Community Care,Care Establishment,2 - Commissioning - Older people Pool,Baird Lodge,Grants to Voluntary Bodies
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,17220516-11266272,10761.76,Radis Community Care,Care Establishment,2 - Commissioning - Older people Pool,Somers Court,Grants to Voluntary Bodies
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,01-May-15,16730596-11135970,10774.29,Ethelbert Specialist Homes Ltd,Trade Supplier,S&C,Placements - Social Care,Agency Placements - Out County
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-May-15,17122165-11233535,10857.23,Skanska Construction Uk Ltd,Company,Transport and Infrastructure Policy & Funding,Transport Strategy and Policy,Capital WIP - other  -  Expenditure / Payments
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-May-15,17136983-11233149,10878,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Direct Payments - Social Services
